"nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"nm0000974","Walter Brennan",1894,1974,"actor,soundtrack","tt0053221,tt0037382,tt0033253,tt0040724"
"nm0000975","Robert Bresson",1901,1999,"writer,director,editor","tt0042619,tt0049902,tt0061996,tt0060138"
"nm0000976","Martin Brest",1951,NA,"director,actor,producer","tt0095631,tt0105323,tt0086960,tt0119643"
"nm0000977","Beau Bridges",1941,NA,"actor,director,producer","tt1033575,tt0467197,tt0097322,tt0413895"
"nm0000978","Lloyd Bridges",1913,1998,"actor,soundtrack,director","tt0107144,tt0083530,tt0080339,tt0102059"
"nm0000979","Wilford Brimley",1934,2020,"actor,stunts","tt0107076,tt0119360,tt0084787,tt0087781"
"nm0000980","Jim Broadbent",1949,NA,"actor,writer,soundtrack","tt1007029,tt1431181,tt0217505,tt0203009"
"nm0000981","James Brolin",1940,NA,"actor,producer,director","tt0070909,tt0077294,tt0181865,tt0078767"
"nm0000982","Josh Brolin",1968,NA,"actor,producer,writer","tt1791528,tt4154796,tt0477348,tt4154756"
"nm0000983","Albert Brooks",1947,NA,"actor,writer,music_department","tt0101698,tt0092699,tt0089504,tt0780504"
"nm0000984","Avery Brooks",1948,NA,"actor,director,music_department","tt0179626,tt0106145,tt0120586,tt0120609"
"nm0000985","James L. Brooks",1940,NA,"writer,producer,miscellaneous","tt0092699,tt0119822,tt0086425,tt0065314"
"nm0000986","Bryan Brown",1947,NA,"actor,producer,writer","tt2404233,tt0094889,tt0080310,tt0145547"
"nm0000987","Jim Brown",1936,NA,"actor,producer,director","tt0116996,tt0093894,tt0061578,tt0146838"
"nm0000988","Jerry Bruckheimer",1943,NA,"producer,music_department,actor","tt0383574,tt0449088,tt0120591,tt0210945"
"nm0000989","Yul Brynner",1920,1985,"actor,director,producer","tt0049408,tt0054047,tt0070909,tt0049833"
"nm0000990","Betty Buckley",1947,NA,"actress,soundtrack,composer","tt0074285,tt0095174,tt0949731,tt4972582"
"nm0000991","Geneviève Bujold",1942,NA,"actress,soundtrack,writer","tt0079592,tt0064030,tt0094964,tt0077355"
"nm0000992","Billie Burke",1884,1970,"actress,soundtrack","tt0030442,tt0023948,tt0032138,tt0029682"
"nm0000993","Carol Burnett",1933,NA,"soundtrack,actress,producer","tt0105017,tt0082405,tt0083564,tt0061240"
"nm0000994","Raymond Burr",1917,1993,"actor,production_manager,director","tt0197521,tt0061266,tt0087344,tt0047396"
"nm0000995","Ellen Burstyn",1932,NA,"actress,producer,soundtrack","tt0071115,tt11161474,tt0180093,tt0070047"
"nm0000996","LeVar Burton",1957,NA,"actor,director,producer","tt0075572,tt0253754,tt0117731,tt0111280"
"nm0000997","Gary Busey",1944,NA,"actor,soundtrack,producer","tt0102685,tt0105690,tt0093409,tt0077280"
"nm0000998","Jake Busey",1971,NA,"actor,producer,music_department","tt0120201,tt4574334,tt7555294,tt0116365"
"nm0000999","Red Buttons",1919,2006,"actor,soundtrack,miscellaneous","tt0069113,tt0050933,tt0056197,tt0076538"
"nm0001000","Tom Byron",1961,NA,"actor,director,producer","tt0178845,tt0097039,tt2059288,tt0151056"
"nm0001001","James Caan",1940,2022,"actor,soundtrack,director","tt0068646,tt0073631,tt0083190,tt0100157"
