YEAR,NEWSFROM,HAPPY,RELIG,GRASS,COURTS,ENERGY,EDUC,ENVIR,POLVIEWS,PARTYID,REGION,INCOME,SEX,DEGREE,AGE,MARITAL,BALLOT
2016,Not applicable,Pretty happy,Catholic,Legal,About right,About right,About right,Too little,Conservative,Republican,W. sou. central,$25000 or more,Male,Bachelor,70,Married,Ballot c
2016,Tv,Not too happy,Protestant,Not applicable,Too harsh,About right,Too little,About right,Moderate,Democrat,W. sou. central,$5000 to 5999,Female,Lt high school,38,Never married,Ballot a
2016,Tv,Pretty happy,Catholic,Don't know,Too harsh,Too little,Too little,Too little,Extremely liberal,Democrat,W. sou. central,$10000 - 14999,Male,Lt high school,57,Never married,Ballot b
2016,Family,Pretty happy,Catholic,Not applicable,Not harsh enough,About right,Not applicable,Not applicable,Slightly liberal,Democrat,W. sou. central,$25000 or more,Female,Lt high school,54,Married,Ballot a
2016,Not applicable,Pretty happy,Catholic,Legal,Not harsh enough,Too much,Too little,Too little,Moderate,Independent,W. sou. central,$25000 or more,Female,Lt high school,21,Never married,Ballot c
2016,The internet,Pretty happy,Catholic,Not applicable,About right,About right,About right,Don't know,Moderate,Democrat,W. sou. central,$8000 to 9999,Male,Lt high school,83,Widowed,Ballot a
2016,Not applicable,Pretty happy,Catholic,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Slightly liberal,Independent,W. sou. central,$20000 - 24999,Female,Junior college,46,Married,Ballot c
2016,Tv,Not too happy,Protestant,Not legal,Not harsh enough,Too little,About right,About right,Don't know,Independent,W. sou. central,Refused,Male,High school,18,Never married,Ballot b
2016,Not applicable,Very happy,Catholic,Legal,About right,About right,Not applicable,Not applicable,Moderate,Other,W. sou. central,$25000 or more,Male,High school,24,Never married,Ballot c
2016,Not applicable,Not too happy,None,Legal,Too harsh,About right,Not applicable,Not applicable,Slghtly conservative,Independent,W. sou. central,$25000 or more,Male,Lt high school,37,Divorced,Ballot c
2016,Tv,Pretty happy,Catholic,Not applicable,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Independent,W. sou. central,$25000 or more,Female,High school,47,Married,Ballot a
2016,Not applicable,Very happy,Protestant,Legal,Too harsh,About right,Too much,About right,Conservative,Independent,W. sou. central,$10000 - 14999,Female,High school,24,Never married,Ballot c
2016,Not applicable,Pretty happy,Catholic,Legal,Too harsh,About right,Not applicable,Not applicable,Conservative,Democrat,W. sou. central,$25000 or more,Male,High school,66,Married,Ballot c
2016,Tv,Very happy,Protestant,Legal,Not harsh enough,About right,About right,About right,Conservative,Independent,W. sou. central,$25000 or more,Female,Lt high school,63,Married,Ballot b
2016,Other,Not too happy,Protestant,Not applicable,Not harsh enough,About right,Not applicable,Not applicable,Extrmly conservative,Republican,W. sou. central,$25000 or more,Male,High school,58,Married,Ballot a
2016,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Slightly liberal,Independent,W. sou. central,$25000 or more,Female,Lt high school,42,Married,Ballot b
2016,The internet,Very happy,Catholic,Not applicable,Too harsh,Too little,Not applicable,Not applicable,Liberal,Democrat,W. sou. central,$25000 or more,Male,Bachelor,48,Married,Ballot a
2016,Not applicable,Pretty happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,W. sou. central,$25000 or more,Female,High school,54,Divorced,Ballot c
2016,Not applicable,Not too happy,Protestant,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Independent,W. sou. central,Don't know,Female,Lt high school,65,Widowed,Ballot c
2016,Not applicable,Pretty happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,W. sou. central,$25000 or more,Male,High school,37,Married,Ballot b
2016,Tv,Very happy,Protestant,Not applicable,Too harsh,About right,About right,About right,Slightly liberal,Democrat,W. sou. central,$25000 or more,Female,Lt high school,59,Married,Ballot a
2016,Not applicable,Very happy,Protestant,Not legal,Too harsh,Too little,Not applicable,Not applicable,Slightly liberal,Independent,W. sou. central,$25000 or more,Male,High school,54,Married,Ballot c
2016,Family,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Too little,About right,Moderate,Independent,W. sou. central,$25000 or more,Female,Lt high school,35,Never married,Ballot b
2016,The internet,Very happy,Catholic,Not applicable,Too harsh,Too little,Too little,Too little,Liberal,Democrat,W. sou. central,$25000 or more,Female,High school,29,Married,Ballot a
2016,Tv,Pretty happy,Protestant,Not applicable,Too harsh,About right,Not applicable,Not applicable,Moderate,Independent,W. sou. central,$20000 - 24999,Female,Lt high school,35,Never married,Ballot a
2016,Not applicable,Not too happy,Protestant,Legal,Too harsh,Too little,Not applicable,Not applicable,Liberal,Democrat,W. sou. central,$25000 or more,Male,Bachelor,68,Married,Ballot c
2016,Not applicable,Very happy,None,Not legal,Don't know,About right,About right,Don't know,Moderate,Independent,W. sou. central,$25000 or more,Male,Lt high school,55,Married,Ballot c
2016,Not applicable,Not too happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Democrat,W. sou. central,$25000 or more,Male,Junior college,57,Never married,Ballot b
2016,The internet,Not too happy,No answer,Not applicable,About right,Too little,Too much,Too much,Slightly liberal,Independent,W. sou. central,$1000 to 2999,Male,Bachelor,78,Never married,Ballot a
2016,Tv,Pretty happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Republican,W. sou. central,$25000 or more,Male,Bachelor,71,Married,Ballot a
2016,Not applicable,Very happy,Protestant,Legal,About right,About right,About right,Too little,Liberal,Democrat,W. sou. central,$25000 or more,Male,Graduate,64,Married,Ballot c
2016,The internet,Pretty happy,Protestant,Not applicable,Not harsh enough,Too much,Too little,Too little,Moderate,Independent,W. sou. central,Refused,Male,Lt high school,44,Married,Ballot a
2016,The internet,Not too happy,Other,Legal,Too harsh,Too little,Too little,Too little,Moderate,Independent,W. sou. central,$10000 - 14999,Female,High school,57,Divorced,Ballot b
2016,The internet,Very happy,Protestant,Not applicable,Don't know,Too little,About right,Too little,Moderate,Republican,W. sou. central,$25000 or more,Female,High school,25,Married,Ballot a
2016,Not applicable,Very happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Independent,Mountain,$25000 or more,Male,High school,30,Never married,Ballot c
2016,The internet,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Too little,About right,Conservative,Independent,Mountain,$25000 or more,Female,Junior college,58,Divorced,Ballot b
2016,Tv,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,Mountain,$25000 or more,Male,High school,76,Married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Liberal,Democrat,Mountain,$25000 or more,Female,High school,28,Never married,Ballot b
2016,The internet,Pretty happy,Native american,Not applicable,Not harsh enough,Too little,Too little,Too little,Slightly liberal,Democrat,Mountain,$25000 or more,Male,High school,51,Married,Ballot a
2016,The internet,Very happy,None,Not applicable,About right,Too little,Not applicable,Not applicable,Slightly liberal,Independent,Mountain,$25000 or more,Male,Bachelor,35,Married,Ballot a
2016,The internet,Pretty happy,None,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Independent,Mountain,$25000 or more,Female,High school,22,Never married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Legal,Don't know,Too much,About right,About right,Moderate,Independent,Mountain,Lt $1000,Female,Bachelor,25,Never married,Ballot c
2016,Tv,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,About right,About right,Slghtly conservative,Democrat,Mountain,$25000 or more,Female,Graduate,59,Never married,Ballot a
2016,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,About right,About right,About right,Conservative,Republican,Mountain,$6000 to 6999,Female,High school,55,Never married,Ballot b
2016,Not applicable,Very happy,Jewish,Not legal,Not harsh enough,Too little,Too little,Too little,Conservative,Republican,Mountain,$15000 - 19999,Male,Bachelor,84,Divorced,Ballot c
2016,Not applicable,Not too happy,Protestant,Legal,Not harsh enough,Don't know,Not applicable,Not applicable,Moderate,Democrat,Mountain,$10000 - 14999,Female,Lt high school,55,Divorced,Ballot c
2016,Not applicable,Not too happy,Catholic,Not legal,Not harsh enough,Too little,Too little,Too little,Slightly liberal,Republican,Mountain,$6000 to 6999,Male,Lt high school,79,Divorced,Ballot c
2016,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Republican,Mountain,$7000 to 7999,Female,High school,84,Divorced,Ballot b
2016,Newspapers,Very happy,Protestant,Not legal,Not harsh enough,Too much,Too little,About right,Moderate,Democrat,Mountain,$25000 or more,Female,Junior college,65,Divorced,Ballot b
2016,The internet,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Democrat,Mountain,$25000 or more,Male,High school,61,Widowed,Ballot a
2016,Not applicable,Not too happy,Protestant,Legal,Not harsh enough,About right,Too much,Too little,Slghtly conservative,Independent,Mountain,$4000 to 4999,Female,High school,26,Never married,Ballot c
2016,Not applicable,Not too happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,Mountain,$25000 or more,Female,High school,57,Divorced,Ballot c
2016,The internet,Pretty happy,None,Legal,Not harsh enough,About right,Too little,About right,Slightly liberal,Democrat,Mountain,$25000 or more,Female,Bachelor,31,Married,Ballot b
2016,Tv,Very happy,None,Not applicable,Not harsh enough,About right,Not applicable,Not applicable,Slghtly conservative,Independent,Mountain,$25000 or more,Male,Bachelor,38,Married,Ballot a
2016,Not applicable,Not too happy,Protestant,Legal,Not harsh enough,About right,Too little,About right,Extrmly conservative,Republican,Mountain,$25000 or more,Male,High school,51,Divorced,Ballot c
2016,The internet,Not too happy,Other,Not applicable,Not harsh enough,Too little,Too little,Too little,No answer,Independent,Mountain,Refused,Male,Lt high school,22,Never married,Ballot a
2016,The internet,Pretty happy,Protestant,Not legal,Too harsh,About right,About right,About right,Conservative,Independent,Mountain,$25000 or more,Male,Graduate,55,Divorced,Ballot b
2016,Tv,Pretty happy,Orthodox-christian,Not applicable,Not harsh enough,Don't know,Not applicable,Not applicable,Moderate,Independent,Mountain,$25000 or more,Female,Junior college,46,Divorced,Ballot a
2016,Not applicable,Pretty happy,None,Legal,Too harsh,Too little,Not applicable,Not applicable,Moderate,Independent,Mountain,$10000 - 14999,Female,Bachelor,80,Divorced,Ballot c
2016,Friends colleagues,Not too happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,Mountain,$20000 - 24999,Male,High school,53,Never married,Ballot b
2016,The internet,Pretty happy,Other,Not applicable,Not harsh enough,Too little,Too little,Too little,Moderate,Democrat,Mountain,$10000 - 14999,Male,High school,31,Separated,Ballot a
2016,Not applicable,Very happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Republican,Mountain,$25000 or more,Male,High school,53,Divorced,Ballot c
2016,The internet,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,Mountain,$25000 or more,Female,Lt high school,24,Never married,Ballot b
2016,Not applicable,Not too happy,None,Legal,Not harsh enough,Too much,Not applicable,Not applicable,Liberal,Democrat,Mountain,$20000 - 24999,Female,Bachelor,63,Never married,Ballot c
2016,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Slghtly conservative,Republican,Mountain,$25000 or more,Male,Graduate,38,Married,Ballot b
2016,Tv,Pretty happy,Protestant,Not applicable,Too harsh,Too little,Too little,About right,Moderate,Independent,Mountain,$25000 or more,Male,Graduate,44,Married,Ballot a
2016,Tv,Pretty happy,Catholic,Not legal,Not harsh enough,Too little,Too little,Too little,Moderate,Republican,Mountain,$25000 or more,Female,High school,54,Married,Ballot b
2016,Not applicable,Pretty happy,Protestant,Legal,About right,Too little,Too little,Too little,Slightly liberal,Independent,Mountain,Refused,Male,Graduate,75,Widowed,Ballot c
2016,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Independent,Mountain,$25000 or more,Female,Bachelor,52,Divorced,Ballot b
2016,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,Mountain,$25000 or more,Female,Bachelor,54,Married,Ballot c
2016,The internet,Pretty happy,Protestant,Legal,Not harsh enough,About right,Too little,Too much,Conservative,Republican,Mountain,$25000 or more,Female,Graduate,43,Divorced,Ballot b
2016,The internet,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Republican,Mountain,$25000 or more,Male,Bachelor,31,Never married,Ballot a
2016,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,Too little,Too little,Too much,Slghtly conservative,Republican,Mountain,$25000 or more,Female,High school,48,Married,Ballot c
2016,Not applicable,Pretty happy,Protestant,Not legal,About right,Too much,Not applicable,Not applicable,Conservative,Republican,Mountain,Refused,Male,High school,86,Married,Ballot b
2016,The internet,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,Mountain,$25000 or more,Female,Junior college,50,Divorced,Ballot b
2016,Tv,Very happy,None,Not applicable,Not harsh enough,About right,About right,About right,Slghtly conservative,Republican,Mountain,$25000 or more,Female,Bachelor,58,Married,Ballot a
2016,Not applicable,Pretty happy,Catholic,Legal,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Republican,Mountain,$25000 or more,Female,Graduate,50,Divorced,Ballot c
2016,Not applicable,Very happy,None,Legal,Not harsh enough,About right,Too little,Too little,Moderate,Independent,Mountain,$25000 or more,Female,Graduate,62,Divorced,Ballot c
2016,Not applicable,Very happy,Protestant,Legal,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Other,Mountain,Refused,Male,High school,60,Married,Ballot b
2016,Not applicable,Pretty happy,Catholic,Legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Independent,Mountain,$25000 or more,Female,High school,20,Never married,Ballot b
2016,Not applicable,Pretty happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Liberal,Democrat,Mountain,$25000 or more,Female,Bachelor,30,Married,Ballot c
2016,Tv,Not too happy,None,Not applicable,Not harsh enough,Too little,Too little,Too much,Conservative,Independent,Mountain,$10000 - 14999,Male,Lt high school,35,Divorced,Ballot a
2016,Not applicable,Pretty happy,None,Legal,Don't know,Too little,Not applicable,Not applicable,Liberal,Democrat,Mountain,$7000 to 7999,Male,Bachelor,68,Never married,Ballot c
2016,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Don't know,Not applicable,Not applicable,Slghtly conservative,Republican,Mountain,$25000 or more,Male,Lt high school,60,Married,Ballot b
2016,The internet,Very happy,None,Not applicable,Don't know,Too much,Too little,Too little,Liberal,Democrat,Mountain,$25000 or more,Female,Graduate,36,Married,Ballot a
2016,Not applicable,Not too happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Extremely liberal,Republican,Mountain,$25000 or more,Female,High school,58,Divorced,Ballot c
2016,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,About right,About right,Too much,Extrmly conservative,Independent,Mountain,$10000 - 14999,Female,High school,71,Never married,Ballot b
2016,Not applicable,Pretty happy,None,Legal,Too harsh,Too little,Too little,Too little,Conservative,Independent,Mountain,$25000 or more,Male,High school,22,Never married,Ballot c
2016,Not applicable,Very happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Mountain,$8000 to 9999,Female,High school,59,Divorced,Ballot b
2016,The internet,Pretty happy,Protestant,Not applicable,Not harsh enough,Too much,Too much,Too much,Conservative,Republican,Mountain,$25000 or more,Female,High school,37,Married,Ballot a
2016,The internet,Very happy,Catholic,Not legal,Not harsh enough,About right,About right,About right,Moderate,Republican,Mountain,Don't know,Female,Lt high school,25,Married,Ballot b
2016,Not applicable,Very happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,Mountain,$25000 or more,Female,High school,30,Never married,Ballot c
2016,Not applicable,Very happy,Catholic,Legal,Too harsh,Too little,Not applicable,Not applicable,Moderate,Democrat,Mountain,$25000 or more,Male,High school,61,Married,Ballot c
2016,The internet,Not too happy,Protestant,Not legal,Not harsh enough,Don't know,Too little,Too little,Slightly liberal,Independent,Mountain,$25000 or more,Female,High school,44,Divorced,Ballot b
2016,Not applicable,Pretty happy,Protestant,Legal,Too harsh,About right,Not applicable,Not applicable,Slightly liberal,Democrat,Mountain,$10000 - 14999,Female,High school,36,Never married,Ballot b
2016,The internet,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,Too little,Don't know,Independent,Mountain,Don't know,Female,High school,21,Never married,Ballot a
2016,The internet,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Too little,Too little,Liberal,Democrat,Mountain,$20000 - 24999,Female,Graduate,68,Widowed,Ballot b
2016,Not applicable,No answer,Catholic,Not legal,Too harsh,About right,About right,About right,Liberal,No answer,Pacific,$25000 or more,Female,Lt high school,39,Married,Ballot c
2016,Not applicable,Pretty happy,Catholic,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Republican,Pacific,$15000 - 19999,Male,High school,46,Divorced,Ballot c
2016,The internet,Pretty happy,Protestant,Legal,Not harsh enough,About right,About right,Too little,Moderate,Democrat,Pacific,$25000 or more,Female,High school,20,Never married,Ballot b
2016,Tv,Pretty happy,Protestant,Not applicable,Not harsh enough,About right,Too little,About right,Moderate,Republican,Pacific,$25000 or more,Female,High school,64,Married,Ballot a
2016,Not applicable,Very happy,Catholic,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Democrat,Pacific,$25000 or more,Male,Lt high school,49,Married,Ballot c
2016,Tv,Pretty happy,Catholic,Not applicable,About right,Too much,Not applicable,Not applicable,Slightly liberal,Independent,Pacific,$25000 or more,Female,Lt high school,42,Married,Ballot a
2016,Not applicable,Very happy,Protestant,Not legal,Not harsh enough,About right,Too much,Too much,Conservative,Independent,Pacific,Refused,Male,Lt high school,53,Never married,Ballot c
2016,Not applicable,Pretty happy,Catholic,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Liberal,Democrat,Pacific,$25000 or more,Male,High school,28,Never married,Ballot b
2016,Not applicable,Pretty happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,Pacific,$25000 or more,Male,High school,68,Married,Ballot c
2016,The internet,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,Too little,Moderate,Independent,Pacific,Don't know,Male,High school,19,Never married,Ballot a
2016,Not applicable,Very happy,Protestant,Legal,About right,Too little,Not applicable,Not applicable,Moderate,Republican,Pacific,$25000 or more,Female,Bachelor,52,Married,Ballot c
2016,Newspapers,Very happy,None,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Pacific,Don't know,Female,Junior college,66,Divorced,Ballot a
2016,The internet,Pretty happy,Protestant,Legal,Not harsh enough,About right,Too little,About right,Slightly liberal,Democrat,Pacific,$25000 or more,Female,Junior college,42,Married,Ballot b
2016,The internet,Very happy,None,Not applicable,Not harsh enough,Too much,Too little,Too little,Liberal,Independent,Pacific,$25000 or more,Male,Lt high school,33,Married,Ballot a
2016,Not applicable,Not too happy,Other,Legal,Too harsh,About right,Not applicable,Not applicable,Moderate,Independent,Pacific,$20000 - 24999,Male,High school,29,Separated,Ballot c
2016,The internet,Pretty happy,None,Legal,Don't know,About right,Too little,Too little,Slghtly conservative,Democrat,Pacific,$10000 - 14999,Female,High school,39,Never married,Ballot b
2016,Tv,Very happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,Pacific,$15000 - 19999,Male,High school,37,Never married,Ballot a
2016,Not applicable,Not too happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,Pacific,$25000 or more,Male,Lt high school,54,Married,Ballot b
2016,The internet,Very happy,None,Not applicable,About right,About right,Too little,Too little,Slightly liberal,Democrat,Pacific,$15000 - 19999,Female,High school,22,Never married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Pacific,$3000 to 3999,Male,High school,21,Never married,Ballot c
2016,The internet,Not too happy,None,Not legal,Too harsh,Too much,About right,About right,Slghtly conservative,Republican,Pacific,$10000 - 14999,Male,High school,19,Never married,Ballot b
2016,Not applicable,Very happy,Protestant,Not legal,About right,About right,About right,About right,Moderate,Independent,Pacific,Lt $1000,Male,Lt high school,49,Never married,Ballot c
2016,Tv,Very happy,Protestant,Not applicable,Too harsh,About right,About right,Too little,No answer,Independent,Pacific,$20000 - 24999,Female,Graduate,64,Married,Ballot a
2016,Not applicable,Very happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,Pacific,$25000 or more,Male,Bachelor,34,Married,Ballot c
2016,Tv,Very happy,Catholic,Not legal,About right,About right,About right,Too much,Moderate,Independent,Pacific,Refused,Female,Lt high school,33,Married,Ballot b
2016,Tv,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Pacific,$25000 or more,Female,High school,36,Married,Ballot a
2016,Not applicable,Pretty happy,None,Legal,Too harsh,About right,Too little,Too little,Moderate,Independent,Pacific,$10000 - 14999,Female,Lt high school,30,Never married,Ballot c
2016,Tv,Very happy,None,Not applicable,Don't know,Too little,Too little,Too little,Extremely liberal,Other,Pacific,$10000 - 14999,Male,High school,67,Divorced,Ballot a
2016,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Moderate,Democrat,Pacific,$20000 - 24999,Female,High school,66,Divorced,Ballot b
2016,The internet,Very happy,Catholic,Not applicable,Not harsh enough,About right,Too little,About right,Slghtly conservative,Democrat,Pacific,$20000 - 24999,Male,Lt high school,33,Never married,Ballot a
2016,The internet,Not too happy,Protestant,Not legal,About right,Too much,Too little,Too little,Conservative,Democrat,Pacific,$10000 - 14999,Female,Junior college,50,Divorced,Ballot b
2016,Tv,Very happy,Buddhism,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Slghtly conservative,Independent,Pacific,$25000 or more,Female,Bachelor,86,Widowed,Ballot a
2016,Not applicable,Very happy,Catholic,Not legal,Don't know,About right,Not applicable,Not applicable,Conservative,Democrat,Pacific,Don't know,Female,High school,31,Never married,Ballot b
2016,Tv,Not too happy,Catholic,Legal,Not harsh enough,Too little,Too much,About right,Extrmly conservative,Other,Pacific,$25000 or more,Male,Junior college,56,Divorced,Ballot b
2016,The internet,Very happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Extremely liberal,No answer,Pacific,$25000 or more,Female,Junior college,29,Divorced,Ballot a
2016,Not applicable,Pretty happy,Protestant,Not legal,Too harsh,Too little,Too little,Too much,Slightly liberal,Republican,Pacific,$25000 or more,Male,High school,69,Married,Ballot c
2016,Tv,Pretty happy,Catholic,Not applicable,Not harsh enough,About right,About right,Too little,Extrmly conservative,Independent,Pacific,$25000 or more,Female,High school,31,Never married,Ballot a
2016,Radio,Very happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Extrmly conservative,Republican,Pacific,$10000 - 14999,Male,Lt high school,67,Separated,Ballot a
2016,Not applicable,Pretty happy,None,Don't know,No answer,About right,Not applicable,Not applicable,Moderate,Independent,Pacific,$25000 or more,Female,Graduate,59,Separated,Ballot b
2016,Tv,Very happy,Protestant,Not applicable,Not harsh enough,About right,Too little,About right,Liberal,Independent,Pacific,$25000 or more,Male,High school,61,Married,Ballot a
2016,Tv,Pretty happy,Jewish,Not applicable,Not harsh enough,Too little,Too little,Too little,Moderate,Democrat,Pacific,$25000 or more,Female,Junior college,56,Married,Ballot a
2016,Not applicable,Pretty happy,None,Not legal,Don't know,About right,Too little,Too little,Slightly liberal,Democrat,Pacific,$25000 or more,Female,Bachelor,37,Married,Ballot c
2016,Not applicable,Not too happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,Pacific,$15000 - 19999,Male,High school,67,Separated,Ballot c
2016,The internet,Not too happy,None,Legal,Not harsh enough,Too much,About right,Too little,Don't know,Independent,Pacific,$8000 to 9999,Male,Lt high school,19,Never married,Ballot b
2016,The internet,Pretty happy,Catholic,Not applicable,Don't know,Too little,Not applicable,Not applicable,Liberal,Independent,Pacific,Refused,Female,Bachelor,61,Widowed,Ballot a
2016,Not applicable,Very happy,Protestant,Legal,Not harsh enough,Too little,Too little,About right,Conservative,Republican,Pacific,$25000 or more,Male,High school,42,Married,Ballot c
2016,Not applicable,Pretty happy,Other,Legal,Don't know,Too little,Not applicable,Not applicable,Moderate,Other,Pacific,$25000 or more,Female,Graduate,56,Divorced,Ballot c
2016,Tv,Pretty happy,None,Legal,Too harsh,Too little,Too little,Too little,Liberal,Democrat,Pacific,$3000 to 3999,Female,High school,59,Divorced,Ballot b
2016,Tv,Very happy,None,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Democrat,Pacific,$25000 or more,Female,Graduate,68,Never married,Ballot a
2016,Not applicable,Pretty happy,None,Not legal,Too harsh,Too little,Too little,Too little,Liberal,Democrat,Pacific,$25000 or more,Female,Bachelor,62,Widowed,Ballot c
2016,Not applicable,Very happy,Catholic,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Slghtly conservative,Republican,Pacific,$25000 or more,Female,Graduate,27,Never married,Ballot b
2016,Tv,Very happy,Catholic,Not applicable,Too harsh,About right,Not applicable,Not applicable,Extremely liberal,Democrat,Pacific,Refused,Female,Lt high school,69,Widowed,Ballot a
2016,The internet,Very happy,None,Legal,Too harsh,About right,Too little,About right,Slightly liberal,Independent,Pacific,$25000 or more,Female,High school,38,Married,Ballot b
2016,Radio,Pretty happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Conservative,Other,Pacific,$25000 or more,Male,Bachelor,63,Married,Ballot a
2016,Not applicable,Pretty happy,None,Not legal,Don't know,About right,Not applicable,Not applicable,Conservative,Republican,Pacific,$15000 - 19999,Female,Lt high school,81,Widowed,Ballot b
2016,The internet,Pretty happy,Christian,Not applicable,Too harsh,About right,Too little,Too little,Slghtly conservative,Independent,Pacific,Don't know,Female,High school,20,Never married,Ballot a
2016,The internet,Pretty happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Liberal,Democrat,Pacific,$25000 or more,Female,Bachelor,26,Never married,Ballot b
2016,The internet,Very happy,Catholic,Not applicable,Too harsh,About right,Not applicable,Not applicable,Slghtly conservative,Republican,Pacific,$7000 to 7999,Female,Bachelor,24,Never married,Ballot a
2016,Not applicable,Very happy,Protestant,Legal,Don't know,Too little,Too little,Too little,Liberal,Other,Pacific,$25000 or more,Female,Graduate,35,Married,Ballot c
2016,The internet,Pretty happy,None,Not applicable,Not harsh enough,About right,About right,About right,Slghtly conservative,Republican,Pacific,$25000 or more,Male,High school,52,Married,Ballot a
2016,Not applicable,Not too happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,Pacific,$25000 or more,Female,Bachelor,43,Married,Ballot c
2016,Newspapers,Very happy,None,Legal,Not harsh enough,About right,Too little,Too little,Slghtly conservative,Independent,Pacific,$25000 or more,Female,Bachelor,68,Married,Ballot b
2016,Tv,Pretty happy,None,Not applicable,No answer,Too little,Not applicable,Not applicable,Liberal,Democrat,Pacific,$25000 or more,Male,Bachelor,77,Married,Ballot a
2016,Not applicable,Very happy,Catholic,Not legal,About right,Too little,Too little,Too little,Moderate,Democrat,Pacific,Don't know,Male,High school,22,Never married,Ballot c
